feature,coefficients/importance
categorical_transformer__SaleType_ConLI,-3091.215079226758
categorical_transformer__SaleType_ConLw,-16460.82874005929
categorical_transformer__SaleType_New,19284.25338144352
categorical_transformer__SaleType_Oth,-7408.203261136562
categorical_transformer__SaleType_WD,-11529.959549772559
categorical_transformer__SaleCondition_Abnorml,-7637.8305541230875
categorical_transformer__SaleCondition_AdjLand,15789.443943474129
categorical_transformer__SaleCondition_Alloca,5994.8679419530445
categorical_transformer__SaleCondition_Family,-5584.784366544947
categorical_transformer__SaleCondition_Normal,3406.445387723229
categorical_transformer__SaleCondition_Partial,-11968.142352509067
